centerPathDist,indPathDist,ForagingIntake,foraginIntakeSD,GroupSize,influenceType,path,corePer,PathFood,pathWidth
179.3541884,181.1201092,0.259855556,0.013794131,50,2,8,0.1,0.001,25
9999,9999,0.438614444,0.029941541,50,2,0,0.9,0.001,25
20.43124136,188.8966025,0.43643,0.036778343,50,2,1,0.9,0.001,25
148.4145643,216.5224916,0.458766667,0.037226938,50,2,2,0.9,0.001,25
193.6274937,279.0961922,0.429545556,0.035114609,50,2,4,0.9,0.001,25
85.57718713,257.4593342,0.461137778,0.032039361,50,2,8,0.9,0.001,25
9999,9999,0.218367778,0.011714315,50,2,0,0.1,0.001,25
190.9348308,201.4360871,0.38657,0.01229278,50,2,1,0.1,0.001,25
382.4847383,383.8204159,0.223138889,0.013441949,50,2,2,0.1,0.001,25
415.8467897,416.7519862,0.245068889,0.013547174,50,2,4,0.1,0.001,25
162.9169604,165.4765847,0.269596667,0.013502349,50,2,8,0.1,0.001,25
9999,9999,0.430233333,0.035621176,50,2,0,0.9,0.001,25
287.1387323,274.5349922,0.475328889,0.026665685,50,2,1,0.9,0.001,25
186.3389642,248.8575059,0.494501111,0.029257147,50,2,2,0.9,0.001,25
235.6646521,224.9238176,0.496846667,0.026310115,50,2,4,0.9,0.001,25
188.8992759,239.0442049,0.452877778,0.033596017,50,2,8,0.9,0.001,25
9999,9999,0.242145556,0.013016249,50,2,0,0.1,0.001,25
314.7147384,315.1385678,0.230365556,0.012959962,50,2,1,0.1,0.001,25
236.191036,238.7842002,0.269217778,0.01393025,50,2,2,0.1,0.001,25
551.0116037,551.4980064,0.224285556,0.012608994,50,2,4,0.1,0.001,25
213.3737339,215.4995192,0.289808889,0.014073555,50,2,8,0.1,0.001,25
9999,9999,0.474597778,0.023757817,50,2,0,0.9,0.001,25
213.0561004,222.7712185,0.430072222,0.032103797,50,2,1,0.9,0.001,25
227.353669,184.6740753,0.517751111,0.03035944,50,2,2,0.9,0.001,25
194.037878,279.1325445,0.438148889,0.035662656,50,2,4,0.9,0.001,25
182.9323856,208.9542041,0.46963,0.028112983,50,2,8,0.9,0.001,25
9999,9999,0.226488889,0.011850976,50,2,0,0.1,0.001,25
85.81563989,94.555035,0.391247778,0.013979682,50,2,1,0.1,0.001,25
155.7711953,157.8957706,0.265047778,0.011859636,50,2,2,0.1,0.001,25
221.8845908,225.4931253,0.30199,0.013059655,50,2,4,0.1,0.001,25
435.4294273,435.4435191,0.207322222,0.011347207,50,2,8,0.1,0.001,25
9999,9999,0.480132222,0.02367967,50,2,0,0.9,0.001,25
283.4993124,272.6247056,0.480201111,0.026133904,50,2,1,0.9,0.001,25
130.3882052,232.0311856,0.498004444,0.030047652,50,2,2,0.9,0.001,25
191.4823149,277.9899927,0.462582222,0.031508755,50,2,4,0.9,0.001,25
162.1188058,272.4536435,0.382273333,0.044823669,50,2,8,0.9,0.001,25
9999,9999,0.243521111,0.013089507,50,2,0,0.1,0.001,25
482.9115217,483.5458793,0.210882222,0.012492354,50,2,1,0.1,0.001,25
291.2828065,293.7855891,0.257624444,0.013276808,50,2,2,0.1,0.001,25
317.6746992,319.6151025,0.210645556,0.010190415,50,2,4,0.1,0.001,25
143.7111109,147.0192766,0.293173333,0.014136446,50,2,8,0.1,0.001,25
9999,9999,0.418715556,0.027345326,50,2,0,0.9,0.001,25
333.2616972,342.068629,0.450533333,0.028916583,50,2,1,0.9,0.001,25
163.7729864,180.4930262,0.529043333,0.026864364,50,2,2,0.9,0.001,25
200.6397773,257.6375847,0.468672222,0.033793234,50,2,4,0.9,0.001,25
224.5897551,228.8052392,0.450413333,0.037893252,50,2,8,0.9,0.001,25
9999,9999,0.233614444,0.013603719,50,2,0,0.1,0.001,25
110.9816573,118.2159989,0.359274444,0.012281871,50,2,1,0.1,0.001,25
395.2589203,398.3545833,0.289256667,0.012255873,50,2,2,0.1,0.001,25
289.4146719,290.1549019,0.22144,0.012539296,50,2,4,0.1,0.001,25
187.0823462,190.1729375,0.19479,0.011081624,50,2,8,0.1,0.001,25
9999,9999,0.448194444,0.027808558,50,2,0,0.9,0.001,25
77.79514542,183.2582945,0.46929,0.028974754,50,2,1,0.9,0.001,25
114.354015,191.1360398,0.498087778,0.029921681,50,2,2,0.9,0.001,25
280.8217639,315.7594639,0.458781111,0.037240762,50,2,4,0.9,0.001,25
232.0570644,259.7134493,0.454286667,0.031090235,50,2,8,0.9,0.001,25
9999,9999,0.093564444,0.0055278,50,2,0,0.1,0.001,25
189.6297766,191.7266416,0.244152222,0.012080637,50,2,1,0.1,0.001,25
184.6584299,191.4852144,0.358705556,0.013686343,50,2,2,0.1,0.001,25
661.2054192,661.8403086,0.223243333,0.012298605,50,2,4,0.1,0.001,25
200.7980535,203.4822656,0.295415556,0.014528671,50,2,8,0.1,0.001,25
9999,9999,0.466567778,0.024545409,50,2,0,0.9,0.001,25
247.4439369,215.6805256,0.480897778,0.031164983,50,2,1,0.9,0.001,25
100.2863649,233.0910496,0.475584444,0.035548748,50,2,2,0.9,0.001,25
158.6826658,286.8154383,0.470582222,0.03138423,50,2,4,0.9,0.001,25
83.60116068,244.0626269,0.442963333,0.031351705,50,2,8,0.9,0.001,25
9999,9999,0.250178889,0.014414943,50,2,0,0.1,0.001,25
183.5948153,192.0232919,0.387113333,0.013546427,50,2,1,0.1,0.001,25
486.0386431,490.0586096,0.317756667,0.013047913,50,2,2,0.1,0.001,25
406.7378699,407.4679991,0.067187778,0.004021232,50,2,4,0.1,0.001,25
179.8758707,181.5521962,0.154472222,0.009959424,50,2,8,0.1,0.001,25
9999,9999,0.442345556,0.027948927,50,2,0,0.9,0.001,25
336.207046,333.1924917,0.492194444,0.02349283,50,2,1,0.9,0.001,25
181.5496022,209.5657329,0.510126667,0.033572116,50,2,2,0.9,0.001,25
165.3116549,249.6419945,0.481531111,0.028505861,50,2,4,0.9,0.001,25
261.9309113,221.4624978,0.465294444,0.031321482,50,2,8,0.9,0.001,25
9999,9999,0.260064444,0.01444834,50,2,0,0.1,0.001,25
376.1217387,376.6879497,0.237097778,0.013565766,50,2,1,0.1,0.001,25
703.8743146,704.0253197,0.171658889,0.008662448,50,2,2,0.1,0.001,25
177.99628,181.3813387,0.288263333,0.01412863,50,2,4,0.1,0.001,25
251.7976614,253.8915807,0.26266,0.013033788,50,2,8,0.1,0.001,25
9999,9999,0.485,0.021744479,50,2,0,0.9,0.001,25
68.91625151,210.6410169,0.453267778,0.034985829,50,2,1,0.9,0.001,25
231.0945473,299.7820784,0.44671,0.040851734,50,2,2,0.9,0.001,25
171.0715907,337.801253,0.44459,0.040298966,50,2,4,0.9,0.001,25
188.2471524,218.9934735,0.431885556,0.040241415,50,2,8,0.9,0.001,25
9999,9999,0.208347778,0.012143058,50,2,0,0.1,0.001,25
59.54832966,67.73386635,0.361271111,0.011885294,50,2,1,0.1,0.001,25
547.1060935,547.5085666,0.200053333,0.010363282,50,2,2,0.1,0.001,25
408.139828,410.3033085,0.284974444,0.013135021,50,2,4,0.1,0.001,25
270.9882786,270.7641196,0.215123333,0.013237401,50,2,8,0.1,0.001,25
9999,9999,0.451257778,0.0273643,50,2,0,0.9,0.001,25
80.54825196,203.8847235,0.486648889,0.025486211,50,2,1,0.9,0.001,25
198.7218934,212.3268563,0.526307778,0.024820225,50,2,2,0.9,0.001,25
162.7070983,300.5256372,0.408044444,0.038638204,50,2,4,0.9,0.001,25
168.8276724,191.7469892,0.415325556,0.041055981,50,2,8,0.9,0.001,25
9999,9999,0.216058889,0.013311404,50,2,0,0.1,0.001,25
64.98974726,73.37604211,0.356876667,0.011979792,50,2,1,0.1,0.001,25
233.2130453,234.9260283,0.275778889,0.012428648,50,2,2,0.1,0.001,25
375.9615636,377.1663002,0.216735556,0.0123838,50,2,4,0.1,0.001,25
229.8652834,231.8441388,0.271673333,0.012531677,50,2,8,0.1,0.001,25
9999,9999,0.449528889,0.032586973,50,2,0,0.9,0.001,25
239.9693582,271.5069299,0.456022222,0.030001456,50,2,1,0.9,0.001,25
171.7070908,297.932724,0.458113333,0.038442974,50,2,2,0.9,0.001,25
143.7848387,236.0758021,0.394451111,0.042437999,50,2,4,0.9,0.001,25
160.2627563,253.2305185,0.464204444,0.026798507,50,2,8,0.9,0.001,25
9999,9999,0.148801111,0.007646428,50,2,0,0.1,0.001,25
57.0321119,65.77834633,0.381352222,0.012481357,50,2,1,0.1,0.001,25
402.6920536,404.536557,0.284453333,0.012102188,50,2,2,0.1,0.001,25
454.9012491,455.5755956,0.235795556,0.01457298,50,2,4,0.1,0.001,25
157.974283,160.5795736,0.21482,0.010622365,50,2,8,0.1,0.001,25
9999,9999,0.455545556,0.027210104,50,2,0,0.9,0.001,25
125.4983104,198.697213,0.457411111,0.029711852,50,2,1,0.9,0.001,25
75.89884644,252.9295621,0.491618889,0.031152279,50,2,2,0.9,0.001,25
190.3577695,218.8576668,0.504125556,0.026087865,50,2,4,0.9,0.001,25
119.4383575,229.6772854,0.478523333,0.028482028,50,2,8,0.9,0.001,25
9999,9999,0.221684444,0.012848342,50,2,0,0.1,0.001,25
234.3639379,237.0690822,0.257735556,0.013942717,50,2,1,0.1,0.001,25
286.2347954,288.5226968,0.255773333,0.011472878,50,2,2,0.1,0.001,25
171.3683079,175.6028397,0.298042222,0.013800424,50,2,4,0.1,0.001,25
305.4903332,307.6700302,0.218253333,0.011449334,50,2,8,0.1,0.001,25
9999,9999,0.398401111,0.035332643,50,2,0,0.9,0.001,25
166.8549701,199.6609527,0.489801111,0.026453086,50,2,1,0.9,0.001,25
157.9679795,249.8042343,0.482897778,0.034754078,50,2,2,0.9,0.001,25
164.8140042,246.5240831,0.44076,0.03428619,50,2,4,0.9,0.001,25
221.0461428,223.3476691,0.463322222,0.027682417,50,2,8,0.9,0.001,25
9999,9999,0.158707778,0.008739134,50,2,0,0.1,0.001,25
215.166779,217.463406,0.262804444,0.014026949,50,2,1,0.1,0.001,25
449.5024287,449.9662559,0.232366667,0.012447802,50,2,2,0.1,0.001,25
250.1183696,251.2897742,0.253171111,0.012904603,50,2,4,0.1,0.001,25
138.2371217,138.9943153,0.159038889,0.008861737,50,2,8,0.1,0.001,25
9999,9999,0.45506,0.027060055,50,2,0,0.9,0.001,25
318.4490214,305.8983168,0.447721111,0.029753879,50,2,1,0.9,0.001,25
72.0224783,207.4131275,0.454288889,0.043228073,50,2,2,0.9,0.001,25
215.8647763,270.2047896,0.475874444,0.035853221,50,2,4,0.9,0.001,25
168.259728,228.3869029,0.447093333,0.032566191,50,2,8,0.9,0.001,25
9999,9999,0.119341111,0.007463092,50,2,0,0.1,0.001,25
311.2200088,312.6940887,0.222516667,0.010917533,50,2,1,0.1,0.001,25
630.6202945,630.9615656,0.187346667,0.009919618,50,2,2,0.1,0.001,25
527.7083929,528.3909345,0.199866667,0.011818436,50,2,4,0.1,0.001,25
618.3140321,617.7636739,0.116407778,0.00674043,50,2,8,0.1,0.001,25
9999,9999,0.454927778,0.026535626,50,2,0,0.9,0.001,25
403.9193434,389.728555,0.460502222,0.027259805,50,2,1,0.9,0.001,25
172.9707884,241.4034792,0.465677778,0.03720309,50,2,2,0.9,0.001,25
127.5537282,330.1675588,0.445124444,0.033070665,50,2,4,0.9,0.001,25
188.1098868,220.6636572,0.445673333,0.032419087,50,2,8,0.9,0.001,25
9999,9999,0.20216,0.011468988,50,2,0,0.1,0.001,25
84.74171858,94.24448307,0.365205556,0.012263242,50,2,1,0.1,0.001,25
356.6286565,359.1460547,0.300473333,0.015170867,50,2,2,0.1,0.001,25
251.2912191,254.0205551,0.265683333,0.011823979,50,2,4,0.1,0.001,25
172.4301936,175.7801788,0.248894444,0.011995801,50,2,8,0.1,0.001,25
9999,9999,0.410497778,0.038045442,50,2,0,0.9,0.001,25
237.3876091,247.5283018,0.48889,0.025270258,50,2,1,0.9,0.001,25
201.9459734,300.6679186,0.479563333,0.034430286,50,2,2,0.9,0.001,25
147.2658169,248.1874139,0.460982222,0.031164406,50,2,4,0.9,0.001,25
246.1848216,299.884246,0.396392222,0.037507218,50,2,8,0.9,0.001,25
9999,9999,0.24538,0.013006995,50,2,0,0.1,0.001,25
545.6386104,546.3728259,0.22402,0.011220381,50,2,1,0.1,0.001,25
310.2123848,312.2756636,0.25487,0.014127418,50,2,2,0.1,0.001,25
288.3788497,289.2344212,0.237354444,0.013308946,50,2,4,0.1,0.001,25
365.9201577,367.8414824,0.23799,0.012603132,50,2,8,0.1,0.001,25
9999,9999,0.442355556,0.025016127,50,2,0,0.9,0.001,25
283.8364403,288.8459221,0.493205556,0.024075568,50,2,1,0.9,0.001,25
203.8115577,253.8227422,0.502697778,0.026131756,50,2,2,0.9,0.001,25
170.4811541,231.3624067,0.498374444,0.024425583,50,2,4,0.9,0.001,25
165.9304788,196.3652255,0.463167778,0.030864759,50,2,8,0.9,0.001,25
9999,9999,0.235092222,0.013189456,50,2,0,0.1,0.001,25
137.8171563,147.0530212,0.378131111,0.012170928,50,2,1,0.1,0.001,25
525.5690791,526.4700498,0.177506667,0.009378165,50,2,2,0.1,0.001,25
414.5425445,415.1004341,0.262927778,0.012412307,50,2,4,0.1,0.001,25
212.6950742,215.2091478,0.25721,0.012839392,50,2,8,0.1,0.001,25
9999,9999,0.375322222,0.034125969,50,2,0,0.9,0.001,25
198.24252,234.2250249,0.486355556,0.025289604,50,2,1,0.9,0.001,25
184.7138767,181.6790814,0.495667778,0.033035117,50,2,2,0.9,0.001,25
181.6681264,286.4927809,0.464375556,0.02660581,50,2,4,0.9,0.001,25
254.5960329,250.1922106,0.491851111,0.025066991,50,2,8,0.9,0.001,25
9999,9999,0.210487778,0.011463425,50,2,0,0.1,0.001,25
503.456147,503.3905541,0.266783333,0.015424546,50,2,1,0.1,0.001,25
550.5643808,551.1262796,0.226813333,0.012704918,50,2,2,0.1,0.001,25
428.4361805,429.4922094,0.229712222,0.011671215,50,2,4,0.1,0.001,25
505.6608613,505.5303303,0.183225556,0.008397306,50,2,8,0.1,0.001,25
9999,9999,0.428772222,0.035048428,50,2,0,0.9,0.001,25
69.78417988,214.0282176,0.466698889,0.028522063,50,2,1,0.9,0.001,25
155.5499954,226.4853967,0.453101111,0.039610851,50,2,2,0.9,0.001,25
134.752764,287.1638621,0.400721111,0.037904442,50,2,4,0.9,0.001,25
194.8964762,232.5681644,0.44768,0.03328527,50,2,8,0.9,0.001,25
9999,9999,0.252168889,0.01402901,50,2,0,0.1,0.001,25
60.10081094,67.02529401,0.3565,0.014056389,50,2,1,0.1,0.001,25
603.9921907,604.7877964,0.236886667,0.013088855,50,2,2,0.1,0.001,25
150.828574,155.5832232,0.263834444,0.012979516,50,2,4,0.1,0.001,25
302.7900954,306.0648839,0.255256667,0.014126373,50,2,8,0.1,0.001,25
9999,9999,0.452001111,0.032253745,50,2,0,0.9,0.001,25
138.4891131,184.8732462,0.459532222,0.031632102,50,2,1,0.9,0.001,25
149.0031749,255.9782109,0.44554,0.042052774,50,2,2,0.9,0.001,25
143.2375458,257.3980254,0.453521111,0.031309623,50,2,4,0.9,0.001,25
166.7628779,220.7588567,0.494734444,0.024920696,50,2,8,0.9,0.001,25
9999,9999,0.194686667,0.009534783,50,2,0,0.1,0.001,25
355.5769547,360.1401618,0.278422222,0.011992259,50,2,1,0.1,0.001,25
523.9428541,525.975464,0.241732222,0.01197193,50,2,2,0.1,0.001,25
206.4367526,208.9159344,0.295924444,0.01276405,50,2,4,0.1,0.001,25
263.7461957,265.3949751,0.270843333,0.015142522,50,2,8,0.1,0.001,25
9999,9999,0.421375556,0.031009196,50,2,0,0.9,0.001,25
152.737345,217.6022484,0.507498889,0.023662884,50,2,1,0.9,0.001,25
142.9887128,188.8677694,0.482133333,0.029152086,50,2,2,0.9,0.001,25
127.868619,262.9063784,0.472164444,0.028456636,50,2,4,0.9,0.001,25
144.4082691,265.0641712,0.442577778,0.035547734,50,2,8,0.9,0.001,25
9999,9999,0.159367778,0.008789275,50,2,0,0.1,0.001,25
574.1659945,574.6164292,0.25056,0.014030376,50,2,1,0.1,0.001,25
420.0046462,423.0250512,0.318136667,0.013569779,50,2,2,0.1,0.001,25
318.5853563,319.5628779,0.258652222,0.014761523,50,2,4,0.1,0.001,25
227.7479732,230.6189446,0.261003333,0.011459449,50,2,8,0.1,0.001,25
9999,9999,0.459463333,0.027584001,50,2,0,0.9,0.001,25
62.57180511,208.0463332,0.456328889,0.032084258,50,2,1,0.9,0.001,25
163.4977024,243.4031884,0.462657778,0.040554479,50,2,2,0.9,0.001,25
105.2372846,298.0555109,0.45959,0.034159215,50,2,4,0.9,0.001,25
78.25687403,264.8680056,0.470334444,0.030595948,50,2,8,0.9,0.001,25
9999,9999,0.223968889,0.011512062,50,2,0,0.1,0.001,25
233.8964181,239.4659287,0.343762222,0.012551504,50,2,1,0.1,0.001,25
519.7158581,520.6521156,0.248048889,0.012775242,50,2,2,0.1,0.001,25
304.1753281,305.8853123,0.167757778,0.008494185,50,2,4,0.1,0.001,25
272.6609009,274.4623945,0.169663333,0.00923658,50,2,8,0.1,0.001,25
9999,9999,0.451345556,0.026596627,50,2,0,0.9,0.001,25
63.90149962,180.9183125,0.480493333,0.026224328,50,2,1,0.9,0.001,25
116.550421,239.4829412,0.494466667,0.031613291,50,2,2,0.9,0.001,25
150.0252902,258.0083295,0.399568889,0.047624208,50,2,4,0.9,0.001,25
127.3766613,232.8061956,0.447391111,0.031601039,50,2,8,0.9,0.001,25
9999,9999,0.216714444,0.011019106,50,2,0,0.1,0.001,25
971.5506719,971.651815,0.235825556,0.012361148,50,2,1,0.1,0.001,25
633.0549499,636.1519977,0.299624444,0.013539903,50,2,2,0.1,0.001,25
552.8808658,553.5675249,0.208047778,0.011564612,50,2,4,0.1,0.001,25
182.0336187,185.0964895,0.264564444,0.01396579,50,2,8,0.1,0.001,25
9999,9999,0.444447778,0.030948992,50,2,0,0.9,0.001,25
312.2122185,293.6558415,0.479091111,0.0266677,50,2,1,0.9,0.001,25
236.6763309,278.0729469,0.433262222,0.044925801,50,2,2,0.9,0.001,25
179.1260191,202.911182,0.472917778,0.03285282,50,2,4,0.9,0.001,25
248.9185825,244.6816779,0.48366,0.026405171,50,2,8,0.9,0.001,25
9999,9999,0.234634444,0.012443625,50,2,0,0.1,0.001,25
