centerPathDist,indPathDist,ForagingIntake,foraginIntakeSD,GroupSize,influenceType,path,corePer,PathFood,pathWidth
9999,9999,0.47112,0.023533257,50,2,0,0.9,0.001,25
38.56307099,188.0456657,0.446835556,0.032432961,50,2,1,0.9,0.001,25
172.3139566,189.2992549,0.507717778,0.028993792,50,2,2,0.9,0.001,25
116.7232508,208.4806897,0.418784444,0.04108959,50,2,4,0.9,0.001,25
178.1022411,231.4320563,0.45966,0.03301095,50,2,8,0.9,0.001,25
9999,9999,0.220004444,0.011253971,50,2,0,0.1,0.001,25
238.1665903,247.9194437,0.362535556,0.012737319,50,2,1,0.1,0.001,25
446.1535869,446.6114264,0.215945556,0.011321065,50,2,2,0.1,0.001,25
199.9740642,202.0389959,0.291822222,0.013660687,50,2,4,0.1,0.001,25
215.8158994,218.9071691,0.200792222,0.012368511,50,2,8,0.1,0.001,25
9999,9999,0.439836667,0.029200944,50,2,0,0.9,0.001,25
59.70677101,208.1885324,0.462044444,0.029019098,50,2,1,0.9,0.001,25
133.3169626,194.7453125,0.451364444,0.037521963,50,2,2,0.9,0.001,25
144.7413466,276.7939983,0.441048889,0.038175958,50,2,4,0.9,0.001,25
214.46992,200.5456217,0.412676667,0.037472871,50,2,8,0.9,0.001,25
9999,9999,0.235832222,0.013029249,50,2,0,0.1,0.001,25
656.6620515,656.3816196,0.251905556,0.012074104,50,2,1,0.1,0.001,25
291.673162,295.9746326,0.307651111,0.013752191,50,2,2,0.1,0.001,25
217.1151023,218.8665773,0.262827778,0.014204431,50,2,4,0.1,0.001,25
259.468657,259.777298,0.242016667,0.013422675,50,2,8,0.1,0.001,25
9999,9999,0.45157,0.028715157,50,2,0,0.9,0.001,25
37.70530809,239.4670368,0.497341111,0.027374903,50,2,1,0.9,0.001,25
59.9382566,202.7386198,0.492163333,0.029545217,50,2,2,0.9,0.001,25
199.5998007,317.1631321,0.438293333,0.033074824,50,2,4,0.9,0.001,25
235.6493785,231.8282965,0.433148889,0.035590947,50,2,8,0.9,0.001,25
9999,9999,0.226354444,0.012218555,50,2,0,0.1,0.001,25
195.0534854,195.976358,0.228947778,0.01221873,50,2,1,0.1,0.001,25
630.5621378,630.9182067,0.158016667,0.00874303,50,2,2,0.1,0.001,25
229.2192885,231.7812212,0.274147778,0.012435943,50,2,4,0.1,0.001,25
329.2476764,331.1317706,0.242014444,0.01170685,50,2,8,0.1,0.001,25
9999,9999,0.437113333,0.031273432,50,2,0,0.9,0.001,25
168.7486799,200.4323104,0.467365556,0.031636953,50,2,1,0.9,0.001,25
130.9365961,196.4797392,0.453042222,0.042449831,50,2,2,0.9,0.001,25
141.1008016,287.3362078,0.46645,0.030032655,50,2,4,0.9,0.001,25
206.4525169,239.5230767,0.456452222,0.031906581,50,2,8,0.9,0.001,25
9999,9999,0.194246667,0.01073508,50,2,0,0.1,0.001,25
223.0743314,222.8729158,0.193604444,0.01157563,50,2,1,0.1,0.001,25
434.898494,436.9163197,0.211803333,0.010585981,50,2,2,0.1,0.001,25
367.2425027,367.4838522,0.229534444,0.01346945,50,2,4,0.1,0.001,25
203.5831195,205.8301981,0.244256667,0.012362849,50,2,8,0.1,0.001,25
9999,9999,0.425418889,0.034582871,50,2,0,0.9,0.001,25
83.2313931,190.5328225,0.439338889,0.032339583,50,2,1,0.9,0.001,25
104.9584828,264.4888559,0.475286667,0.034729865,50,2,2,0.9,0.001,25
95.74774365,285.0777999,0.466423333,0.030002558,50,2,4,0.9,0.001,25
205.0127639,210.9573059,0.468533333,0.031170334,50,2,8,0.9,0.001,25
9999,9999,0.191847778,0.010408431,50,2,0,0.1,0.001,25
69.4596173,79.14390808,0.346983333,0.010061832,50,2,1,0.1,0.001,25
618.7228817,618.8603298,0.202925556,0.011170454,50,2,2,0.1,0.001,25
519.3267412,519.6521705,0.271005556,0.014610579,50,2,4,0.1,0.001,25
226.9268233,229.4525996,0.276933333,0.014174024,50,2,8,0.1,0.001,25
9999,9999,0.405075556,0.032242307,50,2,0,0.9,0.001,25
230.4015409,255.6544594,0.491171111,0.025711756,50,2,1,0.9,0.001,25
85.74329531,185.2882146,0.426425556,0.045830995,50,2,2,0.9,0.001,25
112.1882868,314.7326464,0.47481,0.033425132,50,2,4,0.9,0.001,25
178.6102312,243.3644014,0.389045556,0.043820517,50,2,8,0.9,0.001,25
9999,9999,0.209881111,0.011722636,50,2,0,0.1,0.001,25
59.67591593,67.81543603,0.372973333,0.01297279,50,2,1,0.1,0.001,25
664.0521801,664.355015,0.215775556,0.011774714,50,2,2,0.1,0.001,25
377.1556133,379.7305207,0.243747778,0.013191828,50,2,4,0.1,0.001,25
384.3372595,385.8596428,0.25602,0.013579475,50,2,8,0.1,0.001,25
9999,9999,0.459412222,0.030486677,50,2,0,0.9,0.001,25
121.3872505,177.8876895,0.411692222,0.041039002,50,2,1,0.9,0.001,25
132.9584813,231.3965747,0.51902,0.030723767,50,2,2,0.9,0.001,25
179.1934365,251.3697531,0.454984444,0.033486073,50,2,4,0.9,0.001,25
174.5492804,238.488929,0.465104444,0.027626288,50,2,8,0.9,0.001,25
9999,9999,0.234425556,0.013194654,50,2,0,0.1,0.001,25
219.0588999,220.1920696,0.251338889,0.013824269,50,2,1,0.1,0.001,25
602.1806158,602.2344825,0.195202222,0.010837376,50,2,2,0.1,0.001,25
663.2234784,665.890432,0.22543,0.010621814,50,2,4,0.1,0.001,25
214.251125,213.2178894,0.220745556,0.012011887,50,2,8,0.1,0.001,25
9999,9999,0.331718889,0.039994494,50,2,0,0.9,0.001,25
139.2264144,220.8129789,0.50257,0.023126723,50,2,1,0.9,0.001,25
131.7013979,228.408355,0.475476667,0.035122365,50,2,2,0.9,0.001,25
189.7129531,302.8898394,0.417444444,0.040643828,50,2,4,0.9,0.001,25
55.38365289,257.5775917,0.442437778,0.038543717,50,2,8,0.9,0.001,25
9999,9999,0.200173333,0.009499648,50,2,0,0.1,0.001,25
404.184488,406.8159354,0.252925556,0.012765378,50,2,1,0.1,0.001,25
580.6008874,582.1189497,0.22378,0.010744258,50,2,2,0.1,0.001,25
382.8731252,384.4892497,0.24759,0.012447478,50,2,4,0.1,0.001,25
330.7712504,330.3265517,0.056224444,0.003279232,50,2,8,0.1,0.001,25
9999,9999,0.430678889,0.035420031,50,2,0,0.9,0.001,25
42.31812753,145.8532895,0.433791111,0.03442732,50,2,1,0.9,0.001,25
97.97671145,252.0760517,0.492055556,0.033224859,50,2,2,0.9,0.001,25
180.8350425,268.7217751,0.444562222,0.030924186,50,2,4,0.9,0.001,25
160.1786998,247.9821775,0.455183333,0.034002352,50,2,8,0.9,0.001,25
9999,9999,0.207281111,0.012682157,50,2,0,0.1,0.001,25
274.6407336,276.2747712,0.262225556,0.014158444,50,2,1,0.1,0.001,25
472.9331424,473.620143,0.153701111,0.008880473,50,2,2,0.1,0.001,25
398.7032019,400.7528223,0.224617778,0.010508648,50,2,4,0.1,0.001,25
183.3586377,185.2762511,0.264864444,0.011710579,50,2,8,0.1,0.001,25
9999,9999,0.469385556,0.020984017,50,2,0,0.9,0.001,25
234.5360731,240.364343,0.47804,0.026924865,50,2,1,0.9,0.001,25
163.1566672,248.1956722,0.461603333,0.041351509,50,2,2,0.9,0.001,25
162.1663186,318.4655733,0.456433333,0.03293503,50,2,4,0.9,0.001,25
168.2334284,243.1630916,0.476275556,0.027091615,50,2,8,0.9,0.001,25
9999,9999,0.24725,0.012739867,50,2,0,0.1,0.001,25
908.7021827,908.4217482,0.233295556,0.012818435,50,2,1,0.1,0.001,25
645.6815495,645.9982447,0.201223333,0.011130294,50,2,2,0.1,0.001,25
329.5672515,330.9603194,0.281168889,0.013349416,50,2,4,0.1,0.001,25
231.1653082,232.0675928,0.236508889,0.012595923,50,2,8,0.1,0.001,25
9999,9999,0.471492222,0.024102235,50,2,0,0.9,0.001,25
54.31203302,215.6118491,0.443814444,0.030377119,50,2,1,0.9,0.001,25
214.7495848,191.5039213,0.51553,0.031648176,50,2,2,0.9,0.001,25
136.4474096,261.0904585,0.435665556,0.03474207,50,2,4,0.9,0.001,25
149.8120677,288.5503644,0.420033333,0.038510316,50,2,8,0.9,0.001,25
9999,9999,0.236644444,0.013485033,50,2,0,0.1,0.001,25
191.3352361,199.4065346,0.3699,0.013618861,50,2,1,0.1,0.001,25
510.0166722,510.1056849,0.201053333,0.010318628,50,2,2,0.1,0.001,25
609.6945459,610.1474628,0.173961111,0.010283681,50,2,4,0.1,0.001,25
194.9235057,196.6642006,0.255037778,0.013759084,50,2,8,0.1,0.001,25
9999,9999,0.441651111,0.034805489,50,2,0,0.9,0.001,25
173.3483278,203.3430556,0.468814444,0.030222601,50,2,1,0.9,0.001,25
151.7121745,299.0132515,0.489168889,0.032246585,50,2,2,0.9,0.001,25
109.6478334,224.1159936,0.451952222,0.0310116,50,2,4,0.9,0.001,25
197.2434073,217.9730503,0.481662222,0.030518755,50,2,8,0.9,0.001,25
9999,9999,0.193201111,0.011079758,50,2,0,0.1,0.001,25
232.8339839,235.3979536,0.260398889,0.013232519,50,2,1,0.1,0.001,25
419.995422,424.5337108,0.306026667,0.01577667,50,2,2,0.1,0.001,25
391.0869359,391.5356881,0.218627778,0.011462952,50,2,4,0.1,0.001,25
275.6017108,277.1561718,0.212086667,0.011775906,50,2,8,0.1,0.001,25
9999,9999,0.426183333,0.034006116,50,2,0,0.9,0.001,25
257.6432208,249.8225273,0.510055556,0.022802613,50,2,1,0.9,0.001,25
146.4485368,206.9996846,0.47246,0.035978643,50,2,2,0.9,0.001,25
195.416809,326.6226476,0.475764444,0.030384844,50,2,4,0.9,0.001,25
198.1950975,246.8570157,0.481651111,0.033878465,50,2,8,0.9,0.001,25
9999,9999,0.249034444,0.014331622,50,2,0,0.1,0.001,25
488.8979095,488.7601181,0.238802222,0.013140431,50,2,1,0.1,0.001,25
498.9827166,500.8471074,0.247188889,0.011785954,50,2,2,0.1,0.001,25
511.3270899,511.7282829,0.222245556,0.0118515,50,2,4,0.1,0.001,25
173.8129978,177.2230461,0.225847778,0.011192305,50,2,8,0.1,0.001,25
9999,9999,0.455443333,0.028020676,50,2,0,0.9,0.001,25
108.3976101,235.1801,0.481657778,0.026530364,50,2,1,0.9,0.001,25
121.6291174,243.6517605,0.481422222,0.03232508,50,2,2,0.9,0.001,25
142.7629422,242.288607,0.442156667,0.032629031,50,2,4,0.9,0.001,25
147.4561525,271.4822824,0.478361111,0.028545621,50,2,8,0.9,0.001,25
9999,9999,0.248964444,0.013255686,50,2,0,0.1,0.001,25
66.75778235,75.15728349,0.38265,0.013298934,50,2,1,0.1,0.001,25
838.4213822,838.6090387,0.130772222,0.007108315,50,2,2,0.1,0.001,25
335.620394,337.4485926,0.269323333,0.015830488,50,2,4,0.1,0.001,25
318.4397759,319.8019679,0.253067778,0.012047488,50,2,8,0.1,0.001,25
9999,9999,0.431911111,0.030222411,50,2,0,0.9,0.001,25
84.4011128,253.169097,0.491002222,0.024181362,50,2,1,0.9,0.001,25
188.2814369,220.3098449,0.490097778,0.033413061,50,2,2,0.9,0.001,25
186.3028153,222.5234722,0.485378889,0.030466562,50,2,4,0.9,0.001,25
254.2155486,228.8614461,0.472831111,0.029781066,50,2,8,0.9,0.001,25
9999,9999,0.263785556,0.014714207,50,2,0,0.1,0.001,25
398.6534602,399.2311535,0.222307778,0.011542626,50,2,1,0.1,0.001,25
441.1445141,443.5142802,0.248537778,0.012964841,50,2,2,0.1,0.001,25
447.400512,447.2920251,0.224848889,0.013318241,50,2,4,0.1,0.001,25
324.8819498,324.0468965,0.247231111,0.01165675,50,2,8,0.1,0.001,25
9999,9999,0.355141111,0.044725865,50,2,0,0.9,0.001,25
47.72774538,198.6746269,0.506488889,0.024360198,50,2,1,0.9,0.001,25
211.9627163,296.1329632,0.450625556,0.039482946,50,2,2,0.9,0.001,25
56.94878362,251.648395,0.434956667,0.030836436,50,2,4,0.9,0.001,25
96.12836663,257.0779437,0.468057778,0.033171824,50,2,8,0.9,0.001,25
9999,9999,0.224233333,0.011567432,50,2,0,0.1,0.001,25
476.3689314,478.2118526,0.193473333,0.011441234,50,2,1,0.1,0.001,25
328.456796,332.092889,0.288726667,0.013789428,50,2,2,0.1,0.001,25
527.812673,527.4362527,0.239098889,0.01322814,50,2,4,0.1,0.001,25
233.1423627,235.9129874,0.278354444,0.01369574,50,2,8,0.1,0.001,25
9999,9999,0.371028889,0.038628638,50,2,0,0.9,0.001,25
87.05206572,173.6508261,0.38221,0.03467144,50,2,1,0.9,0.001,25
143.9110419,187.3302254,0.498881111,0.03243714,50,2,2,0.9,0.001,25
140.6527379,242.9929353,0.468337778,0.029435433,50,2,4,0.9,0.001,25
138.5124705,271.1802344,0.412573333,0.036760768,50,2,8,0.9,0.001,25
9999,9999,0.254525556,0.014284558,50,2,0,0.1,0.001,25
259.1996746,260.7078808,0.274383333,0.012720771,50,2,1,0.1,0.001,25
385.5888422,386.9770122,0.277902222,0.013807905,50,2,2,0.1,0.001,25
462.6450265,464.6279774,0.265928889,0.016058129,50,2,4,0.1,0.001,25
334.4350657,336.0682175,0.256781111,0.013975409,50,2,8,0.1,0.001,25
9999,9999,0.423512222,0.032955859,50,2,0,0.9,0.001,25
95.78543652,222.8887594,0.479846667,0.028259467,50,2,1,0.9,0.001,25
109.8103634,231.8719642,0.481616667,0.031031459,50,2,2,0.9,0.001,25
181.1806492,228.4970274,0.496666667,0.026163151,50,2,4,0.9,0.001,25
173.5721799,249.3431385,0.451303333,0.035321078,50,2,8,0.9,0.001,25
9999,9999,0.13912,0.007024837,50,2,0,0.1,0.001,25
299.6991179,302.3793951,0.245936667,0.011748178,50,2,1,0.1,0.001,25
471.1824824,471.5944735,0.242835556,0.011521836,50,2,2,0.1,0.001,25
276.8727864,279.0319507,0.27948,0.015664571,50,2,4,0.1,0.001,25
355.0783339,356.7584941,0.250876667,0.011089762,50,2,8,0.1,0.001,25
9999,9999,0.3819,0.037034737,50,2,0,0.9,0.001,25
41.39995584,207.7027419,0.509808889,0.023703105,50,2,1,0.9,0.001,25
181.1330902,195.204939,0.465205556,0.038583941,50,2,2,0.9,0.001,25
178.349237,229.4225833,0.487778889,0.02290969,50,2,4,0.9,0.001,25
175.000146,269.2134925,0.374741111,0.045329814,50,2,8,0.9,0.001,25
9999,9999,0.242428889,0.011786259,50,2,0,0.1,0.001,25
131.4150384,134.5649515,0.265894444,0.013315194,50,2,1,0.1,0.001,25
189.7230305,194.7928251,0.32412,0.012304006,50,2,2,0.1,0.001,25
483.0534012,483.799016,0.165563333,0.00823053,50,2,4,0.1,0.001,25
276.3374821,277.778467,0.211355556,0.012221537,50,2,8,0.1,0.001,25
9999,9999,0.464304444,0.024392879,50,2,0,0.9,0.001,25
81.26355604,172.5313733,0.419735556,0.035929759,50,2,1,0.9,0.001,25
109.7232516,226.6580731,0.496606667,0.029011257,50,2,2,0.9,0.001,25
173.9552754,218.3060418,0.444143333,0.035622432,50,2,4,0.9,0.001,25
158.270768,245.2803407,0.457224444,0.034005443,50,2,8,0.9,0.001,25
9999,9999,0.230087778,0.011845311,50,2,0,0.1,0.001,25
123.0032426,123.7584515,0.078852222,0.004166246,50,2,1,0.1,0.001,25
288.5068644,291.8695831,0.266741111,0.013530312,50,2,2,0.1,0.001,25
498.5981275,501.8965593,0.276164444,0.012343887,50,2,4,0.1,0.001,25
214.847153,215.8579282,0.23831,0.014334193,50,2,8,0.1,0.001,25
9999,9999,0.42259,0.037854788,50,2,0,0.9,0.001,25
132.2448984,204.452166,0.497437778,0.02646296,50,2,1,0.9,0.001,25
117.0671123,224.8647962,0.460142222,0.036559337,50,2,2,0.9,0.001,25
190.228948,300.9002635,0.432201111,0.038379272,50,2,4,0.9,0.001,25
209.6968239,238.966589,0.477191111,0.026356701,50,2,8,0.9,0.001,25
9999,9999,0.210766667,0.011240622,50,2,0,0.1,0.001,25
321.0988439,325.459359,0.329374444,0.015218,50,2,1,0.1,0.001,25
689.0245439,689.32954,0.253894444,0.012561073,50,2,2,0.1,0.001,25
279.2669976,284.8428407,0.309597778,0.012497781,50,2,4,0.1,0.001,25
231.8839581,234.0196909,0.231292222,0.013363866,50,2,8,0.1,0.001,25
9999,9999,0.458636667,0.027088043,50,2,0,0.9,0.001,25
125.0144409,196.3265339,0.43005,0.036142639,50,2,1,0.9,0.001,25
111.4916693,203.7603838,0.475688889,0.033655835,50,2,2,0.9,0.001,25
202.7761249,223.8686692,0.492157778,0.025827301,50,2,4,0.9,0.001,25
149.7479341,244.3543627,0.427977778,0.03437095,50,2,8,0.9,0.001,25
9999,9999,0.254521111,0.013588051,50,2,0,0.1,0.001,25
345.253008,354.0003098,0.393781111,0.014801087,50,2,1,0.1,0.001,25
354.2958075,357.4767236,0.296297778,0.012275485,50,2,2,0.1,0.001,25
309.358738,310.5259935,0.276622222,0.013402754,50,2,4,0.1,0.001,25
322.0966399,322.7711238,0.211838889,0.011113068,50,2,8,0.1,0.001,25
9999,9999,0.416798889,0.035562687,50,2,0,0.9,0.001,25
169.859277,188.8662519,0.450752222,0.028762188,50,2,1,0.9,0.001,25
68.63872924,243.8437732,0.505247778,0.03070418,50,2,2,0.9,0.001,25
223.7460612,227.0583123,0.473948889,0.034672399,50,2,4,0.9,0.001,25
216.077276,217.2779242,0.453796667,0.03302117,50,2,8,0.9,0.001,25
9999,9999,0.174673333,0.009024009,50,2,0,0.1,0.001,25
621.9536568,622.1388952,0.163808889,0.009047694,50,2,1,0.1,0.001,25
398.5201696,399.3842216,0.260862222,0.014630573,50,2,2,0.1,0.001,25
458.0822012,460.9997561,0.242316667,0.013048903,50,2,4,0.1,0.001,25
205.1066897,203.9264616,0.213067778,0.01285908,50,2,8,0.1,0.001,25
9999,9999,0.426048889,0.033407248,50,2,0,0.9,0.001,25
72.46613849,189.9406501,0.47863,0.027219178,50,2,1,0.9,0.001,25
194.6297103,265.2300332,0.472027778,0.034491813,50,2,2,0.9,0.001,25
211.4854763,290.7879889,0.464707778,0.029371556,50,2,4,0.9,0.001,25
209.7464825,257.2727679,0.426397778,0.042021471,50,2,8,0.9,0.001,25
9999,9999,0.173887778,0.01059257,50,2,0,0.1,0.001,25
77.3515768,83.52210415,0.33226,0.014495511,50,2,1,0.1,0.001,25
470.1074611,470.5873188,0.221676667,0.011664517,50,2,2,0.1,0.001,25
522.9064512,523.6602178,0.226735556,0.010176287,50,2,4,0.1,0.001,25
237.947009,240.821286,0.205507778,0.009525965,50,2,8,0.1,0.001,25
9999,9999,0.455005556,0.027834693,50,2,0,0.9,0.001,25
150.2169949,163.4139023,0.471513333,0.031393459,50,2,1,0.9,0.001,25
69.99082525,233.3751225,0.477862222,0.032522232,50,2,2,0.9,0.001,25
130.2488601,330.2333801,0.451603333,0.031123653,50,2,4,0.9,0.001,25
158.0790216,222.1810167,0.426197778,0.031074487,50,2,8,0.9,0.001,25
9999,9999,0.241178889,0.013330623,50,2,0,0.1,0.001,25
310.021373,311.33317,0.224796667,0.013004995,50,2,1,0.1,0.001,25
349.9394873,352.0704892,0.279242222,0.013288556,50,2,2,0.1,0.001,25
481.4470399,481.9278997,0.051953333,0.002740964,50,2,4,0.1,0.001,25
296.3781512,299.9509312,0.278175556,0.01243932,50,2,8,0.1,0.001,25
9999,9999,0.444671111,0.02901457,50,2,0,0.9,0.001,25
92.15879664,169.0981038,0.397237778,0.041370399,50,2,1,0.9,0.001,25
279.245612,292.1185253,0.445495556,0.039415563,50,2,2,0.9,0.001,25
128.4813906,228.1248049,0.430587778,0.033198412,50,2,4,0.9,0.001,25
191.5993621,278.3469585,0.432483333,0.034460914,50,2,8,0.9,0.001,25
9999,9999,0.225581111,0.01238488,50,2,0,0.1,0.001,25
112.5607615,123.4369784,0.364738889,0.012171963,50,2,1,0.1,0.001,25
289.289046,291.6756074,0.31162,0.012564765,50,2,2,0.1,0.001,25
345.0710381,348.8761991,0.298848889,0.013379885,50,2,4,0.1,0.001,25
433.0999944,433.6393469,0.216758889,0.011862282,50,2,8,0.1,0.001,25
9999,9999,0.44504,0.03147242,50,2,0,0.9,0.001,25
51.66325451,202.9079509,0.49963,0.023631834,50,2,1,0.9,0.001,25
126.7990586,224.4512019,0.47095,0.039667595,50,2,2,0.9,0.001,25
190.5591569,209.6164401,0.46055,0.035976721,50,2,4,0.9,0.001,25
97.87567167,253.7606986,0.428295556,0.033245206,50,2,8,0.9,0.001,25
9999,9999,0.101777778,0.005846306,50,2,0,0.1,0.001,25
279.7715283,280.2795326,0.203512222,0.010488413,50,2,1,0.1,0.001,25
381.1827323,382.1358526,0.24469,0.011036138,50,2,2,0.1,0.001,25
440.4385587,441.4926729,0.204278889,0.011738031,50,2,4,0.1,0.001,25
228.653788,229.899432,0.21007,0.010445498,50,2,8,0.1,0.001,25
9999,9999,0.415525556,0.033866024,50,2,0,0.9,0.001,25
169.9479788,199.6689631,0.428046667,0.033775087,50,2,1,0.9,0.001,25
117.0658365,199.2580209,0.460191111,0.037741825,50,2,2,0.9,0.001,25
220.9905877,296.7435356,0.475082222,0.028730337,50,2,4,0.9,0.001,25
173.0341836,235.781075,0.419642222,0.033335625,50,2,8,0.9,0.001,25
9999,9999,0.252692222,0.012272579,50,2,0,0.1,0.001,25
331.3432834,341.1573085,0.397022222,0.011950954,50,2,1,0.1,0.001,25
685.377429,686.1096372,0.229075556,0.013683122,50,2,2,0.1,0.001,25
477.5157171,477.8646103,0.071662222,0.003948068,50,2,4,0.1,0.001,25
207.948618,208.7612058,0.266023333,0.011272535,50,2,8,0.1,0.001,25
9999,9999,0.385723333,0.037347334,50,2,0,0.9,0.001,25
186.9013433,226.1383067,0.442556667,0.032360607,50,2,1,0.9,0.001,25
164.5309264,179.7396746,0.463637778,0.036305174,50,2,2,0.9,0.001,25
179.4182046,270.4936677,0.446918889,0.034171083,50,2,4,0.9,0.001,25
146.1184429,239.7800416,0.42223,0.036740641,50,2,8,0.9,0.001,25
9999,9999,0.239998889,0.01349644,50,2,0,0.1,0.001,25
356.0852939,356.2322122,0.182628889,0.009752203,50,2,1,0.1,0.001,25
305.1852869,308.5143301,0.291637778,0.013820352,50,2,2,0.1,0.001,25
409.6516298,410.9134007,0.211975556,0.012430998,50,2,4,0.1,0.001,25
166.2491382,167.71556,0.166266667,0.007788045,50,2,8,0.1,0.001,25
9999,9999,0.443135556,0.032545015,50,2,0,0.9,0.001,25
333.4305607,287.8611072,0.500044444,0.022244789,50,2,1,0.9,0.001,25
89.32801323,248.53522,0.414897778,0.043528342,50,2,2,0.9,0.001,25
211.7636288,222.7970551,0.451378889,0.029831513,50,2,4,0.9,0.001,25
174.0372623,205.7487022,0.501288889,0.022452595,50,2,8,0.9,0.001,25
9999,9999,0.207174444,0.010901313,50,2,0,0.1,0.001,25
1235.56885,1234.823689,0.212945556,0.012442322,50,2,1,0.1,0.001,25
379.062437,380.9818247,0.324287778,0.014440786,50,2,2,0.1,0.001,25
292.1691255,297.6274125,0.3218,0.013512926,50,2,4,0.1,0.001,25
194.4049993,197.912851,0.199182222,0.010408975,50,2,8,0.1,0.001,25
9999,9999,0.378163333,0.040592076,50,2,0,0.9,0.001,25
167.2376196,220.5465568,0.487277778,0.026464771,50,2,1,0.9,0.001,25
157.7603744,205.5242036,0.461006667,0.036049213,50,2,2,0.9,0.001,25
322.7267462,386.8936996,0.36081,0.045944939,50,2,4,0.9,0.001,25
180.736908,229.2942121,0.428263333,0.035576855,50,2,8,0.9,0.001,25
9999,9999,0.241648889,0.013684987,50,2,0,0.1,0.001,25
615.3084891,615.5194866,0.241517778,0.012913657,50,2,1,0.1,0.001,25
364.5438024,366.6577703,0.244904444,0.010054753,50,2,2,0.1,0.001,25
477.3298629,477.4938592,0.245542222,0.015227127,50,2,4,0.1,0.001,25
233.0010306,236.353057,0.249141111,0.011034634,50,2,8,0.1,0.001,25
9999,9999,0.43919,0.027789969,50,2,0,0.9,0.001,25
61.4156341,177.8217298,0.453768889,0.033469857,50,2,1,0.9,0.001,25
119.2176498,219.174735,0.481643333,0.031847823,50,2,2,0.9,0.001,25
256.153384,242.6179936,0.466382222,0.030431251,50,2,4,0.9,0.001,25
205.0065362,206.8523211,0.469638889,0.03076322,50,2,8,0.9,0.001,25
9999,9999,0.238611111,0.01210942,50,2,0,0.1,0.001,25
253.8942119,256.912707,0.271897778,0.01285113,50,2,1,0.1,0.001,25
484.5400619,487.6003724,0.261704444,0.013965838,50,2,2,0.1,0.001,25
349.0028771,350.4602281,0.236133333,0.012316095,50,2,4,0.1,0.001,25
202.3698608,204.0802411,0.180174444,0.00958688,50,2,8,0.1,0.001,25
9999,9999,0.411226667,0.033697496,50,2,0,0.9,0.001,25
54.03055231,205.6125775,0.482281111,0.03062606,50,2,1,0.9,0.001,25
175.9019705,261.8190918,0.468125556,0.034010447,50,2,2,0.9,0.001,25
194.7886965,261.0325077,0.443141111,0.032875446,50,2,4,0.9,0.001,25
186.0956886,208.9493338,0.465227778,0.0319735,50,2,8,0.9,0.001,25
9999,9999,0.2599,0.0141447,50,2,0,0.1,0.001,25
308.6834173,309.101525,0.238711111,0.014333727,50,2,1,0.1,0.001,25
107.6576301,113.1379383,0.217988889,0.008999178,50,2,2,0.1,0.001,25
381.9833353,382.7865983,0.249545556,0.013954826,50,2,4,0.1,0.001,25
184.1211708,185.6397258,0.30264,0.015448513,50,2,8,0.1,0.001,25
9999,9999,0.456122222,0.027433023,50,2,0,0.9,0.001,25
178.5370904,234.7623643,0.487772222,0.025558807,50,2,1,0.9,0.001,25
159.9845264,239.8462374,0.481048889,0.029489933,50,2,2,0.9,0.001,25
185.0321707,260.2367308,0.464257778,0.032251265,50,2,4,0.9,0.001,25
219.4994144,314.2352377,0.394735556,0.033962692,50,2,8,0.9,0.001,25
9999,9999,0.239445556,0.013934266,50,2,0,0.1,0.001,25
273.5564484,279.550608,0.368871111,0.014530829,50,2,1,0.1,0.001,25
196.340267,199.7155338,0.276448889,0.013548261,50,2,2,0.1,0.001,25
251.8201548,254.7194843,0.249203333,0.011544708,50,2,4,0.1,0.001,25
238.3363824,239.016503,0.109333333,0.006564705,50,2,8,0.1,0.001,25
9999,9999,0.439614444,0.028249996,50,2,0,0.9,0.001,25
235.4750992,237.4559064,0.488066667,0.025679545,50,2,1,0.9,0.001,25
106.526601,238.4286465,0.470542222,0.040339638,50,2,2,0.9,0.001,25
176.4767271,275.9090564,0.432994444,0.037033973,50,2,4,0.9,0.001,25
190.0739687,206.0384868,0.465072222,0.031043483,50,2,8,0.9,0.001,25
9999,9999,0.221285556,0.011983687,50,2,0,0.1,0.001,25
568.1136168,568.7982498,0.240221111,0.014297911,50,2,1,0.1,0.001,25
382.973835,384.412114,0.235203333,0.012889341,50,2,2,0.1,0.001,25
271.0950842,273.1782205,0.263241111,0.013103945,50,2,4,0.1,0.001,25
481.8212493,481.4044915,0.153402222,0.00953056,50,2,8,0.1,0.001,25
9999,9999,0.46704,0.023912608,50,2,0,0.9,0.001,25
136.6765697,208.6684522,0.488307778,0.025270348,50,2,1,0.9,0.001,25
143.1458344,202.6033309,0.474964444,0.033536632,50,2,2,0.9,0.001,25
146.1706716,238.8581247,0.460951111,0.028213359,50,2,4,0.9,0.001,25
178.4305021,220.2800379,0.448001111,0.03218761,50,2,8,0.9,0.001,25
9999,9999,0.200164444,0.010512758,50,2,0,0.1,0.001,25
106.0272669,111.7291745,0.349098889,0.01277826,50,2,1,0.1,0.001,25
604.051988,606.2943509,0.266665556,0.01435612,50,2,2,0.1,0.001,25
284.2933587,289.0969,0.308826667,0.013871607,50,2,4,0.1,0.001,25
406.0037216,406.6569642,0.21167,0.010563853,50,2,8,0.1,0.001,25
9999,9999,0.449801111,0.029271997,50,2,0,0.9,0.001,25
56.54203307,213.0750915,0.435743333,0.034223033,50,2,1,0.9,0.001,25
