centerPathDist,indPathDist,ForagingIntake,foraginIntakeSD,GroupSize,influenceType,path,corePer,PathFood,pathWidth,steps,
246.228052,228.888095,0.447346667,0.034890099,50,2,8,0.9,0.001,25,18000,807
9999,9999,0.20251,0.011692931,50,2,0,0.1,0.001,25,18000,808
94.42596349,100.188216,0.317824444,0.015057463,50,2,1,0.1,0.001,25,18000,809
147.8606166,151.0071446,0.2978,0.013857333,50,2,2,0.1,0.001,25,18000,810
281.8406294,282.9847213,0.2673,0.01412607,50,2,4,0.1,0.001,25,18000,811
267.7784595,268.4024903,0.237982222,0.013121182,50,2,8,0.1,0.001,25,18000,812
9999,9999,0.440066667,0.031255171,50,2,0,0.9,0.001,25,18000,813
109.1095361,151.9392765,0.421526667,0.039701929,50,2,1,0.9,0.001,25,18000,814
146.4442625,260.0104623,0.485808889,0.032615918,50,2,2,0.9,0.001,25,18000,815
140.5719462,219.6557455,0.470054444,0.028353297,50,2,4,0.9,0.001,25,18000,816
95.90999971,279.6863091,0.41997,0.03837836,50,2,8,0.9,0.001,25,18000,817
9999,9999,0.225058889,0.01240642,50,2,0,0.1,0.001,25,18000,818
815.5106785,817.5908031,0.247298889,0.012226268,50,2,1,0.1,0.001,25,18000,819
449.0521486,452.4111846,0.303564444,0.013544245,50,2,2,0.1,0.001,25,18000,820
427.8186238,428.9345298,0.162803333,0.009851521,50,2,4,0.1,0.001,25,18000,821
354.1533742,355.9892462,0.247802222,0.014252216,50,2,8,0.1,0.001,25,18000,822
9999,9999,0.468164444,0.02562559,50,2,0,0.9,0.001,25,18000,823
132.2470738,201.5189867,0.44345,0.031538562,50,2,1,0.9,0.001,25,18000,824
112.1008525,207.1961848,0.495645556,0.028606895,50,2,2,0.9,0.001,25,18000,825
156.8067988,250.1200493,0.436971111,0.037139742,50,2,4,0.9,0.001,25,18000,826
184.2895992,248.0181171,0.464032222,0.02994793,50,2,8,0.9,0.001,25,18000,827
9999,9999,0.252524444,0.013885326,50,2,0,0.1,0.001,25,18000,828
190.2885216,191.810717,0.183258889,0.010706111,50,2,1,0.1,0.001,25,18000,829
466.2393664,467.2580241,0.196972222,0.010742887,50,2,2,0.1,0.001,25,18000,830
488.4021338,489.1594325,0.221935556,0.012290651,50,2,4,0.1,0.001,25,18000,831
258.3048788,260.7011522,0.261342222,0.013040706,50,2,8,0.1,0.001,25,18000,832
9999,9999,0.476453333,0.022627584,50,2,0,0.9,0.001,25,18000,833
209.4099846,236.8234648,0.477193333,0.027033823,50,2,1,0.9,0.001,25,18000,834
175.1903519,193.5778807,0.495863333,0.029869611,50,2,2,0.9,0.001,25,18000,835
184.5577941,291.242294,0.486223333,0.026608813,50,2,4,0.9,0.001,25,18000,836
183.4597418,267.0223873,0.485272222,0.02785963,50,2,8,0.9,0.001,25,18000,837
9999,9999,0.233668889,0.014206602,50,2,0,0.1,0.001,25,18000,838
214.8721451,219.8070271,0.338793333,0.014729021,50,2,1,0.1,0.001,25,18000,839
593.5421474,594.2364617,0.247452222,0.014545731,50,2,2,0.1,0.001,25,18000,840
325.3779105,327.0821789,0.223663333,0.012200311,50,2,4,0.1,0.001,25,18000,841
244.3169527,244.9901521,0.241134444,0.013410863,50,2,8,0.1,0.001,25,18000,842
9999,9999,0.458367778,0.027311888,50,2,0,0.9,0.001,25,18000,843
56.26917266,149.5149188,0.46122,0.030265294,50,2,1,0.9,0.001,25,18000,844
212.357503,248.5280556,0.481102222,0.037429333,50,2,2,0.9,0.001,25,18000,845
134.72787,345.6279594,0.435682222,0.037612982,50,2,4,0.9,0.001,25,18000,846
135.306562,250.33903,0.42584,0.03611074,50,2,8,0.9,0.001,25,18000,847
9999,9999,0.203044444,0.011473445,50,2,0,0.1,0.001,25,18000,848
231.3918622,231.8001585,0.215005556,0.011194937,50,2,1,0.1,0.001,25,18000,849
474.1549642,474.5601092,0.235893333,0.013113435,50,2,2,0.1,0.001,25,18000,850
897.7327566,897.2910772,0.079091111,0.004088046,50,2,4,0.1,0.001,25,18000,851
232.0845495,234.8103694,0.281122222,0.014264794,50,2,8,0.1,0.001,25,18000,852
9999,9999,0.407896667,0.033111715,50,2,0,0.9,0.001,25,18000,853
57.54833583,198.9819928,0.4552,0.030443238,50,2,1,0.9,0.001,25,18000,854
200.936608,274.1272344,0.458041111,0.03788727,50,2,2,0.9,0.001,25,18000,855
80.6680144,289.9361393,0.479157778,0.032121507,50,2,4,0.9,0.001,25,18000,856
124.5404123,227.7028267,0.453923333,0.032056014,50,2,8,0.9,0.001,25,18000,857
9999,9999,0.213251111,0.01183894,50,2,0,0.1,0.001,25,18000,858
524.3303897,524.266069,0.107552222,0.00733878,50,2,1,0.1,0.001,25,18000,859
408.9386272,410.7736899,0.27092,0.012857582,50,2,2,0.1,0.001,25,18000,860
580.0693813,579.9680952,0.174632222,0.010651116,50,2,4,0.1,0.001,25,18000,861
305.7564529,307.1664826,0.233117778,0.012603772,50,2,8,0.1,0.001,25,18000,862
9999,9999,0.419393333,0.031609701,50,2,0,0.9,0.001,25,18000,863
126.8951859,182.200382,0.466541111,0.030773341,50,2,1,0.9,0.001,25,18000,864
212.2642241,192.5173624,0.475404444,0.03597579,50,2,2,0.9,0.001,25,18000,865
153.1299645,197.564284,0.410714444,0.043015091,50,2,4,0.9,0.001,25,18000,866
152.1518265,283.1790737,0.426606667,0.040755142,50,2,8,0.9,0.001,25,18000,867
9999,9999,0.248636667,0.013847521,50,2,0,0.1,0.001,25,18000,868
106.2458483,114.5692243,0.384963333,0.013128683,50,2,1,0.1,0.001,25,18000,869
586.1794284,587.3081671,0.244837778,0.014185256,50,2,2,0.1,0.001,25,18000,870
466.0557982,468.3843398,0.275824444,0.014006165,50,2,4,0.1,0.001,25,18000,871
298.1592061,296.887897,0.245165556,0.013070424,50,2,8,0.1,0.001,25,18000,872
9999,9999,0.45587,0.028034729,50,2,0,0.9,0.001,25,18000,873
221.0439445,207.6434191,0.473904444,0.028350462,50,2,1,0.9,0.001,25,18000,874
61.53222526,214.4477054,0.492264444,0.032897213,50,2,2,0.9,0.001,25,18000,875
155.9156528,244.8860513,0.443401111,0.035461387,50,2,4,0.9,0.001,25,18000,876
207.7988328,236.5007043,0.493558889,0.025980422,50,2,8,0.9,0.001,25,18000,877
9999,9999,0.145901111,0.008068302,50,2,0,0.1,0.001,25,18000,878
367.852181,372.7696289,0.312077778,0.012764764,50,2,1,0.1,0.001,25,18000,879
388.1096503,392.0481341,0.243597778,0.011401227,50,2,2,0.1,0.001,25,18000,880
541.1868147,541.8625621,0.234822222,0.013399624,50,2,4,0.1,0.001,25,18000,881
237.8443051,238.3844293,0.262924444,0.013844034,50,2,8,0.1,0.001,25,18000,882
9999,9999,0.430033333,0.032488558,50,2,0,0.9,0.001,25,18000,883
95.54682348,150.2038133,0.463006667,0.029269103,50,2,1,0.9,0.001,25,18000,884
156.596011,186.2816546,0.496931111,0.026258229,50,2,2,0.9,0.001,25,18000,885
198.6094083,278.6931139,0.492885556,0.030419276,50,2,4,0.9,0.001,25,18000,886
261.8320776,272.1966251,0.403804444,0.038626381,50,2,8,0.9,0.001,25,18000,887
9999,9999,0.242813333,0.014518932,50,2,0,0.1,0.001,25,18000,888
275.4273672,279.9159505,0.313426667,0.012869556,50,2,1,0.1,0.001,25,18000,889
592.9037505,594.0875829,0.245376667,0.014109866,50,2,2,0.1,0.001,25,18000,890
287.4362003,290.4129107,0.242026667,0.013931377,50,2,4,0.1,0.001,25,18000,891
196.7467813,198.9714181,0.293593333,0.012946805,50,2,8,0.1,0.001,25,18000,892
9999,9999,0.397032222,0.03703298,50,2,0,0.9,0.001,25,18000,893
140.2908471,202.5816139,0.473038889,0.033277391,50,2,1,0.9,0.001,25,18000,894
165.565446,177.1626138,0.509268889,0.029281107,50,2,2,0.9,0.001,25,18000,895
161.4413914,269.0001569,0.412112222,0.03878186,50,2,4,0.9,0.001,25,18000,896
174.2504376,223.2602924,0.480408889,0.029115187,50,2,8,0.9,0.001,25,18000,897
9999,9999,0.1497,0.008532664,50,2,0,0.1,0.001,25,18000,898
166.6226208,168.1641261,0.223145556,0.013226749,50,2,1,0.1,0.001,25,18000,899
279.1725895,281.5281164,0.337604444,0.013126464,50,2,2,0.1,0.001,25,18000,900
432.900381,433.6722753,0.208053333,0.012111487,50,2,4,0.1,0.001,25,18000,901
232.9111427,236.9787303,0.24644,0.012413538,50,2,8,0.1,0.001,25,18000,902
9999,9999,0.433676667,0.037990215,50,2,0,0.9,0.001,25,18000,903
128.6268209,174.8929246,0.461767778,0.034176442,50,2,1,0.9,0.001,25,18000,904
125.0460961,234.266752,0.465378889,0.041166262,50,2,2,0.9,0.001,25,18000,905
276.5539413,295.0003073,0.471613333,0.028811115,50,2,4,0.9,0.001,25,18000,906
150.5154686,234.1287936,0.477716667,0.02613126,50,2,8,0.9,0.001,25,18000,907
9999,9999,0.238952222,0.012286962,50,2,0,0.1,0.001,25,18000,908
149.7403435,150.7596038,0.188072222,0.011711034,50,2,1,0.1,0.001,25,18000,909
598.2649479,598.7660347,0.202343333,0.011533764,50,2,2,0.1,0.001,25,18000,910
347.6909404,349.8444027,0.238812222,0.012678289,50,2,4,0.1,0.001,25,18000,911
386.4161226,387.5207039,0.245344444,0.013580901,50,2,8,0.1,0.001,25,18000,912
9999,9999,0.425967778,0.030577491,50,2,0,0.9,0.001,25,18000,913
218.8119624,235.3063035,0.456612222,0.029367183,50,2,1,0.9,0.001,25,18000,914
138.8316204,328.6504032,0.457794444,0.037184103,50,2,2,0.9,0.001,25,18000,915
116.7683645,225.7712989,0.444936667,0.031568081,50,2,4,0.9,0.001,25,18000,916
212.5946885,239.9302401,0.45023,0.031497669,50,2,8,0.9,0.001,25,18000,917
9999,9999,0.233554444,0.01288773,50,2,0,0.1,0.001,25,18000,918
169.8425519,173.4157096,0.294431111,0.012584205,50,2,1,0.1,0.001,25,18000,919
369.2420319,373.1907548,0.327091111,0.015090379,50,2,2,0.1,0.001,25,18000,920
376.2050765,378.780299,0.26921,0.012862022,50,2,4,0.1,0.001,25,18000,921
309.9977156,311.9849523,0.223095556,0.011823319,50,2,8,0.1,0.001,25,18000,922
9999,9999,0.429291111,0.031607139,50,2,0,0.9,0.001,25,18000,923
210.0502025,232.7554136,0.457225556,0.031395132,50,2,1,0.9,0.001,25,18000,924
153.9826679,207.6020785,0.51174,0.03070097,50,2,2,0.9,0.001,25,18000,925
121.811087,241.0270845,0.443838889,0.035669989,50,2,4,0.9,0.001,25,18000,926
188.6567963,218.3521685,0.454833333,0.029250124,50,2,8,0.9,0.001,25,18000,927
9999,9999,0.248317778,0.011677212,50,2,0,0.1,0.001,25,18000,928
364.0059954,364.8654969,0.198388889,0.012665286,50,2,1,0.1,0.001,25,18000,929
326.0846844,329.5316858,0.280916667,0.010968679,50,2,2,0.1,0.001,25,18000,930
342.5353495,346.4301311,0.256107778,0.012486327,50,2,4,0.1,0.001,25,18000,931
188.7560297,190.3934747,0.289477778,0.013379341,50,2,8,0.1,0.001,25,18000,932
9999,9999,0.461051111,0.024961916,50,2,0,0.9,0.001,25,18000,933
50.10696601,204.5415541,0.468878889,0.029979221,50,2,1,0.9,0.001,25,18000,934
167.9584133,239.3344664,0.481371111,0.034043551,50,2,2,0.9,0.001,25,18000,935
168.2883022,239.1332337,0.48477,0.028520949,50,2,4,0.9,0.001,25,18000,936
171.7541081,257.9992061,0.460381111,0.029470724,50,2,8,0.9,0.001,25,18000,937
9999,9999,0.192044444,0.010334028,50,2,0,0.1,0.001,25,18000,938
842.5728128,842.0615061,0.219184444,0.012706791,50,2,1,0.1,0.001,25,18000,939
256.5369987,261.6960728,0.281327778,0.012111345,50,2,2,0.1,0.001,25,18000,940
412.4905091,412.1122736,0.218693333,0.011496169,50,2,4,0.1,0.001,25,18000,941
173.4629781,175.0082409,0.228846667,0.01128001,50,2,8,0.1,0.001,25,18000,942
9999,9999,0.428223333,0.030882898,50,2,0,0.9,0.001,25,18000,943
112.0599019,176.2488015,0.425593333,0.038665124,50,2,1,0.9,0.001,25,18000,944
223.6917429,315.7034457,0.422791111,0.040752702,50,2,2,0.9,0.001,25,18000,945
183.9879727,267.8428189,0.476805556,0.030748829,50,2,4,0.9,0.001,25,18000,946
157.2594564,233.3397161,0.471926667,0.027958829,50,2,8,0.9,0.001,25,18000,947
9999,9999,0.217576667,0.011219963,50,2,0,0.1,0.001,25,18000,948
179.1173047,185.2374598,0.317521111,0.013234244,50,2,1,0.1,0.001,25,18000,949
221.7008243,225.3395941,0.268206667,0.011069497,50,2,2,0.1,0.001,25,18000,950
471.9430651,475.8364096,0.26521,0.012769147,50,2,4,0.1,0.001,25,18000,951
292.7838861,293.6557569,0.236772222,0.015525755,50,2,8,0.1,0.001,25,18000,952
9999,9999,0.455722222,0.027678702,50,2,0,0.9,0.001,25,18000,953
56.32569907,162.0251449,0.411687778,0.039671671,50,2,1,0.9,0.001,25,18000,954
212.9787653,222.1769418,0.457618889,0.034069589,50,2,2,0.9,0.001,25,18000,955
214.8777489,228.1795926,0.471912222,0.029700778,50,2,4,0.9,0.001,25,18000,956
179.6685485,209.6121117,0.444178889,0.033000504,50,2,8,0.9,0.001,25,18000,957
9999,9999,0.25705,0.014296802,50,2,0,0.1,0.001,25,18000,958
349.1789911,358.7488651,0.408543333,0.014530056,50,2,1,0.1,0.001,25,18000,959
180.8224174,182.7563149,0.143632222,0.006418475,50,2,2,0.1,0.001,25,18000,960
221.2744026,225.6577122,0.248995556,0.012293096,50,2,4,0.1,0.001,25,18000,961
334.7547834,335.9460464,0.207854444,0.010403159,50,2,8,0.1,0.001,25,18000,962
9999,9999,0.461711111,0.02554041,50,2,0,0.9,0.001,25,18000,963
150.4511782,257.5553701,0.496978889,0.022725923,50,2,1,0.9,0.001,25,18000,964
175.9545704,285.493296,0.467341111,0.041397082,50,2,2,0.9,0.001,25,18000,965
129.4963588,215.4770516,0.430548889,0.03832068,50,2,4,0.9,0.001,25,18000,966
193.5520622,205.6225823,0.484527778,0.025297053,50,2,8,0.9,0.001,25,18000,967
9999,9999,0.24339,0.012636197,50,2,0,0.1,0.001,25,18000,968
525.1903005,525.3142503,0.223575556,0.010928985,50,2,1,0.1,0.001,25,18000,969
367.5650329,372.2444982,0.322344444,0.012617864,50,2,2,0.1,0.001,25,18000,970
387.7061713,387.5510687,0.2362,0.011275666,50,2,4,0.1,0.001,25,18000,971
337.929953,339.2256513,0.226802222,0.012470424,50,2,8,0.1,0.001,25,18000,972
9999,9999,0.397981111,0.032575516,50,2,0,0.9,0.001,25,18000,973
34.62284786,176.8524303,0.410737778,0.035343042,50,2,1,0.9,0.001,25,18000,974
165.7349633,213.2005751,0.512374444,0.027073694,50,2,2,0.9,0.001,25,18000,975
183.1594522,217.1439452,0.444904444,0.036340654,50,2,4,0.9,0.001,25,18000,976
204.7116471,202.2464692,0.480451111,0.030699325,50,2,8,0.9,0.001,25,18000,977
9999,9999,0.221945556,0.011664363,50,2,0,0.1,0.001,25,18000,978
218.6253079,220.7161479,0.255297778,0.012593053,50,2,1,0.1,0.001,25,18000,979
483.8554342,487.7589572,0.239922222,0.009229317,50,2,2,0.1,0.001,25,18000,980
156.6184245,158.5434488,0.249097778,0.011600466,50,2,4,0.1,0.001,25,18000,981
223.2031151,226.6455815,0.224194444,0.011185946,50,2,8,0.1,0.001,25,18000,982
9999,9999,0.434292222,0.030199118,50,2,0,0.9,0.001,25,18000,983
98.68491968,219.7171626,0.431376667,0.032459201,50,2,1,0.9,0.001,25,18000,984
171.1770567,224.2895079,0.475726667,0.036208041,50,2,2,0.9,0.001,25,18000,985
138.113007,223.031998,0.456798889,0.032963703,50,2,4,0.9,0.001,25,18000,986
160.5894928,244.3991214,0.469003333,0.031144835,50,2,8,0.9,0.001,25,18000,987
9999,9999,0.243158889,0.012558019,50,2,0,0.1,0.001,25,18000,988
442.9759787,444.7358366,0.262567778,0.012607235,50,2,1,0.1,0.001,25,18000,989
135.6993039,141.1496516,0.36607,0.012835584,50,2,2,0.1,0.001,25,18000,990
247.5282369,250.4213621,0.251947778,0.012100416,50,2,4,0.1,0.001,25,18000,991
461.921125,462.6443426,0.188456667,0.009696367,50,2,8,0.1,0.001,25,18000,992
9999,9999,0.430735556,0.034175327,50,2,0,0.9,0.001,25,18000,993
167.9296071,196.6911253,0.455153333,0.029816554,50,2,1,0.9,0.001,25,18000,994
127.8393197,314.8106067,0.471878889,0.035880699,50,2,2,0.9,0.001,25,18000,995
55.3309743,245.2207064,0.460586667,0.02986084,50,2,4,0.9,0.001,25,18000,996
108.44495,251.834151,0.457077778,0.031966924,50,2,8,0.9,0.001,25,18000,997
9999,9999,0.22668,0.012817882,50,2,0,0.1,0.001,25,18000,998
105.0157101,113.4599524,0.375985556,0.012442862,50,2,1,0.1,0.001,25,18000,999
303.9501742,305.9414572,0.216412222,0.013465035,50,2,2,0.1,0.001,25,18000,1000
270.5919873,272.3724663,0.287857778,0.014407535,50,2,4,0.1,0.001,25,18000,1001
305.9720768,307.2795711,0.190297778,0.009735561,50,2,8,0.1,0.001,25,18000,1002
9999,9999,0.467466667,0.023255638,50,2,0,0.9,0.001,25,18000,1003
323.7769717,320.251966,0.490861111,0.026392686,50,2,1,0.9,0.001,25,18000,1004
91.49453234,177.1621031,0.473682222,0.037392497,50,2,2,0.9,0.001,25,18000,1005
291.6844441,305.7911445,0.465367778,0.033244942,50,2,4,0.9,0.001,25,18000,1006
157.3530434,232.6096649,0.453711111,0.029831659,50,2,8,0.9,0.001,25,18000,1007
9999,9999,0.230387778,0.012932159,50,2,0,0.1,0.001,25,18000,1008
520.5573194,521.0263076,0.234066667,0.013641301,50,2,1,0.1,0.001,25,18000,1009
385.7324144,387.803105,0.313728889,0.012908487,50,2,2,0.1,0.001,25,18000,1010
623.0285635,623.3529703,0.20948,0.012104515,50,2,4,0.1,0.001,25,18000,1011
221.4286692,222.4168307,0.293597778,0.014826886,50,2,8,0.1,0.001,25,18000,1012
9999,9999,0.433862222,0.029251059,50,2,0,0.9,0.001,25,18000,1013
225.5279359,226.2152449,0.457767778,0.030865101,50,2,1,0.9,0.001,25,18000,1014
163.2648004,290.8429939,0.432511111,0.044745296,50,2,2,0.9,0.001,25,18000,1015
256.6760511,249.9960944,0.418465556,0.036002431,50,2,4,0.9,0.001,25,18000,1016
188.4983162,281.8980636,0.422761111,0.036229973,50,2,8,0.9,0.001,25,18000,1017
9999,9999,0.221081111,0.010550546,50,2,0,0.1,0.001,25,18000,1018
116.2450352,127.264263,0.398657778,0.014236955,50,2,1,0.1,0.001,25,18000,1019
396.8595193,402.2512901,0.296256667,0.013567316,50,2,2,0.1,0.001,25,18000,1020
552.2648636,552.9719178,0.215476667,0.011510433,50,2,4,0.1,0.001,25,18000,1021
191.292881,192.8984442,0.26985,0.014326485,50,2,8,0.1,0.001,25,18000,1022
9999,9999,0.440955556,0.031147886,50,2,0,0.9,0.001,25,18000,1023
126.5883761,218.7138915,0.509061111,0.025907149,50,2,1,0.9,0.001,25,18000,1024
223.2593556,263.2759621,0.499494444,0.02860497,50,2,2,0.9,0.001,25,18000,1025
187.3966402,237.5804948,0.481691111,0.028439562,50,2,4,0.9,0.001,25,18000,1026
140.9923702,265.3239674,0.482648889,0.029554541,50,2,8,0.9,0.001,25,18000,1027
9999,9999,0.242528889,0.013881427,50,2,0,0.1,0.001,25,18000,1028
546.962017,547.0860708,0.223121111,0.012289883,50,2,1,0.1,0.001,25,18000,1029
460.7127148,461.3455769,0.200972222,0.01124786,50,2,2,0.1,0.001,25,18000,1030
380.2355404,380.3633747,0.23234,0.01255307,50,2,4,0.1,0.001,25,18000,1031
222.8468047,225.9712085,0.265396667,0.01222804,50,2,8,0.1,0.001,25,18000,1032
9999,9999,0.375966667,0.040521276,50,2,0,0.9,0.001,25,18000,1033
81.30122773,195.7795315,0.449123333,0.032752566,50,2,1,0.9,0.001,25,18000,1034
92.99722461,218.6862132,0.512254444,0.028047977,50,2,2,0.9,0.001,25,18000,1035
226.6764979,296.2413028,0.437652222,0.035533554,50,2,4,0.9,0.001,25,18000,1036
126.7756975,218.0544805,0.493616667,0.028740257,50,2,8,0.9,0.001,25,18000,1037
9999,9999,0.231178889,0.013099736,50,2,0,0.1,0.001,25,18000,1038
503.3910749,506.9796477,0.222512222,0.013030709,50,2,1,0.1,0.001,25,18000,1039
392.8807542,396.6764972,0.31401,0.013738712,50,2,2,0.1,0.001,25,18000,1040
93.24836906,95.8532156,0.209422222,0.009964855,50,2,4,0.1,0.001,25,18000,1041
364.0159205,365.3919241,0.23293,0.01288271,50,2,8,0.1,0.001,25,18000,1042
9999,9999,0.398232222,0.035893271,50,2,0,0.9,0.001,25,18000,1043
176.7684197,222.1209405,0.505064444,0.025586308,50,2,1,0.9,0.001,25,18000,1044
122.9419179,184.3859287,0.480925556,0.034734496,50,2,2,0.9,0.001,25,18000,1045
120.5048745,242.5493041,0.405027778,0.043339067,50,2,4,0.9,0.001,25,18000,1046
233.8692351,287.78976,0.382328889,0.042255126,50,2,8,0.9,0.001,25,18000,1047
9999,9999,0.204314444,0.010571939,50,2,0,0.1,0.001,25,18000,1048
756.2874984,756.4445831,0.259535556,0.012571636,50,2,1,0.1,0.001,25,18000,1049
609.9105373,610.1406501,0.182005556,0.010057827,50,2,2,0.1,0.001,25,18000,1050
926.8082298,927.0974295,0.097981111,0.005664044,50,2,4,0.1,0.001,25,18000,1051
230.5070566,232.2098363,0.270014444,0.013142681,50,2,8,0.1,0.001,25,18000,1052
9999,9999,0.472578889,0.022997049,50,2,0,0.9,0.001,25,18000,1053
55.68456952,176.2365854,0.454261111,0.032371586,50,2,1,0.9,0.001,25,18000,1054
132.3504273,229.0951866,0.445665556,0.039224644,50,2,2,0.9,0.001,25,18000,1055
206.6721348,299.3352826,0.437562222,0.042137999,50,2,4,0.9,0.001,25,18000,1056
185.2649502,278.388518,0.424702222,0.033889309,50,2,8,0.9,0.001,25,18000,1057
9999,9999,0.196412222,0.010180782,50,2,0,0.1,0.001,25,18000,1058
966.3923912,965.783168,0.264246667,0.013490055,50,2,1,0.1,0.001,25,18000,1059
361.3122007,365.376943,0.313557778,0.014284455,50,2,2,0.1,0.001,25,18000,1060
532.9448207,533.1372992,0.24471,0.013107145,50,2,4,0.1,0.001,25,18000,1061
254.2751324,255.9076453,0.172472222,0.01069177,50,2,8,0.1,0.001,25,18000,1062
9999,9999,0.45223,0.027531094,50,2,0,0.9,0.001,25,18000,1063
78.92767112,165.8236895,0.468113333,0.028974104,50,2,1,0.9,0.001,25,18000,1064
153.7610829,224.6161319,0.470904444,0.034745527,50,2,2,0.9,0.001,25,18000,1065
161.5090759,277.6274635,0.492112222,0.026033059,50,2,4,0.9,0.001,25,18000,1066
164.7203502,234.1644391,0.409522222,0.041304088,50,2,8,0.9,0.001,25,18000,1067
9999,9999,0.202372222,0.011364678,50,2,0,0.1,0.001,25,18000,1068
140.1250414,145.5403075,0.323747778,0.009875432,50,2,1,0.1,0.001,25,18000,1069
199.3817181,203.0246937,0.313293333,0.012706214,50,2,2,0.1,0.001,25,18000,1070
376.6004009,378.2033203,0.23714,0.012305156,50,2,4,0.1,0.001,25,18000,1071
390.9150143,391.6204237,0.214951111,0.0104712,50,2,8,0.1,0.001,25,18000,1072
9999,9999,0.434162222,0.033025309,50,2,0,0.9,0.001,25,18000,1073
287.8428499,286.9708397,0.450022222,0.031688388,50,2,1,0.9,0.001,25,18000,1074
173.2415473,227.8752481,0.489557778,0.03157371,50,2,2,0.9,0.001,25,18000,1075
173.4349483,236.5742845,0.424135556,0.038752166,50,2,4,0.9,0.001,25,18000,1076
208.5668329,245.8498154,0.462012222,0.0270327,50,2,8,0.9,0.001,25,18000,1077
9999,9999,0.218246667,0.011753996,50,2,0,0.1,0.001,25,18000,1078
153.5889238,157.1549552,0.235863333,0.013621987,50,2,1,0.1,0.001,25,18000,1079
629.2074502,631.5231863,0.2847,0.011792652,50,2,2,0.1,0.001,25,18000,1080
231.6226005,233.7520672,0.285713333,0.013650476,50,2,4,0.1,0.001,25,18000,1081
234.1952055,237.082032,0.259013333,0.01498069,50,2,8,0.1,0.001,25,18000,1082
9999,9999,0.428308889,0.029484118,50,2,0,0.9,0.001,25,18000,1083
145.4390265,219.8612797,0.480345556,0.026334548,50,2,1,0.9,0.001,25,18000,1084
127.0014779,212.1470914,0.487718889,0.030324372,50,2,2,0.9,0.001,25,18000,1085
213.1469867,293.4469973,0.419343333,0.044919442,50,2,4,0.9,0.001,25,18000,1086
143.4761015,252.9323178,0.466285556,0.032603131,50,2,8,0.9,0.001,25,18000,1087
9999,9999,0.20879,0.010594974,50,2,0,0.1,0.001,25,18000,1088
117.5682342,127.6468403,0.383211111,0.012028422,50,2,1,0.1,0.001,25,18000,1089
458.5672615,458.8436335,0.173331111,0.008946037,50,2,2,0.1,0.001,25,18000,1090
366.9696408,368.1706871,0.19699,0.011483359,50,2,4,0.1,0.001,25,18000,1091
302.7997764,303.4205575,0.213951111,0.012211985,50,2,8,0.1,0.001,25,18000,1092
9999,9999,0.462755556,0.026910419,50,2,0,0.9,0.001,25,18000,1093
139.5363961,212.5172083,0.458693333,0.028073367,50,2,1,0.9,0.001,25,18000,1094
174.9037244,229.3868302,0.437014444,0.041683694,50,2,2,0.9,0.001,25,18000,1095
162.3494644,239.1419765,0.42484,0.035857387,50,2,4,0.9,0.001,25,18000,1096
138.5083794,220.1452769,0.451617778,0.031456904,50,2,8,0.9,0.001,25,18000,1097
9999,9999,0.234532222,0.013430175,50,2,0,0.1,0.001,25,18000,1098
367.8333877,369.1044429,0.25977,0.016532791,50,2,1,0.1,0.001,25,18000,1099
523.8557089,524.3323145,0.215043333,0.01099801,50,2,2,0.1,0.001,25,18000,1100
335.3923945,336.7000827,0.26322,0.013646337,50,2,4,0.1,0.001,25,18000,1101
265.6562228,267.4034861,0.20713,0.011428209,50,2,8,0.1,0.001,25,18000,1102
9999,9999,0.406202222,0.034809387,50,2,0,0.9,0.001,25,18000,1103
126.600799,176.6094426,0.491897778,0.02732342,50,2,1,0.9,0.001,25,18000,1104
76.21154586,265.1375389,0.495054444,0.030871408,50,2,2,0.9,0.001,25,18000,1105
128.9640646,247.3732738,0.427207778,0.040002563,50,2,4,0.9,0.001,25,18000,1106
209.4031011,226.7664326,0.446872222,0.036369459,50,2,8,0.9,0.001,25,18000,1107
9999,9999,0.23863,0.012920737,50,2,0,0.1,0.001,25,18000,1108
249.6496525,252.9140054,0.310293333,0.01429753,50,2,1,0.1,0.001,25,18000,1109
564.8715175,565.3701213,0.17102,0.01011491,50,2,2,0.1,0.001,25,18000,1110
294.9666668,296.8562842,0.226406667,0.01035521,50,2,4,0.1,0.001,25,18000,1111
375.4276192,377.8029014,0.216733333,0.011922139,50,2,8,0.1,0.001,25,18000,1112
9999,9999,0.450763333,0.029022488,50,2,0,0.9,0.001,25,18000,1113
150.493556,213.1497712,0.445091111,0.033115047,50,2,1,0.9,0.001,25,18000,1114
186.7337616,185.0936155,0.527288889,0.025507204,50,2,2,0.9,0.001,25,18000,1115
183.2037845,267.6303123,0.455938889,0.0295338,50,2,4,0.9,0.001,25,18000,1116
200.947167,231.2522617,0.464611111,0.03136994,50,2,8,0.9,0.001,25,18000,1117
9999,9999,0.244751111,0.013893408,50,2,0,0.1,0.001,25,18000,1118
120.5767735,128.6039099,0.388644444,0.013034857,50,2,1,0.1,0.001,25,18000,1119
689.7174013,693.6246861,0.317251111,0.012480979,50,2,2,0.1,0.001,25,18000,1120
289.7967502,290.3852518,0.250546667,0.012303715,50,2,4,0.1,0.001,25,18000,1121
331.559198,333.4713183,0.268068889,0.01243516,50,2,8,0.1,0.001,25,18000,1122
9999,9999,0.456888889,0.029467377,50,2,0,0.9,0.001,25,18000,1123
